Title,Content
,"JAKARTA, KOMPAS.com - Zainudin Amali telah menyerahkan surat pengunduran diri secara resmi sebagai Menteri Pemuda dan Olahraga (Menpora) pada Kamis (6/3/2023). Kepada calon penggantinya, Zainudin mengingatkan, ada sejumlah event besar olahraga internasional yang akan dihadapi Indonesia dalam waktu dekat. ""Ke depan ada multievent. Mei ada SEA Games di Kamboja, lalu ada Asian Games di China. Kemudian nanti 2024 tapi kualifikasi jalan dari sekarang, yakni Olimpiade Paris 2024,"" ujar Zainudin di Kantor Kementerian Sekretariat Negara (Kemensetneg), Jakarta, Kamis (9/3/2023).
Baca juga: Zainudin Amali Tak Usulkan Siapa Pengganti Dirinya sebagai Menpora: Hak Presiden Dia menjelaskan, saat ini sedang dilakukan persiapan menyambut tiga ajang olahraga tersebut.Pihak Kemenpora pun sudah melakukan rapat dengan tim review. Hasilnya, diketahui ada potensi Indonesia akan kehilangan banyak medali pada SEA Games tahun ini, sehingga hal tersebut harus ditindaklanjuti. 
""Karena banyak cabang olahraga yang kita menjadi juara umum di Vietnam lalu tapi tidak dimainkan, maka harus dicari penggantinya,"" tuturnya. Meski demikian, Zainudin menyatakan bahwa dirinya akan tetap memberikan dukungan apabila Menpora pengganti dirinya nanti meminta masukan. ""Sepanjang Menpora minta masukan, ajak diskusi, pasti saya bantu karena secara emosional saya terlibat dari awal tentang desain besar olahraga nasional dan UU Keolahragaan,"" tuturnya.Zainudin menambahkan bahwa dirinya tak memberikan usulan kepada Presiden mengenai siapa yang akan menggantikannya sebagai Menpora. Sebab, sosok penggantinya merupakan hak prerogatif Presiden Joko Widodo.
""Ya enggak-lah (tidak mengusulkan). Penggantinya (siapa) adalah hak prerogatif Bapak Presiden,"" ujar Zainudin.
Baca juga: Zainudin Amali Serahkan Surat Pengunduran Diri sebagai Menpora Saat ditanya soal sosok penggantinya di internal Golkar, Zainudin menjawab, tidak tahu. ""Itu komunikasi antara Pak Ketua Umum dan Pak Presiden, saya juga tidak menanyakan,"" ujarnya.  Meski demikian, Zainudin mengatakan, Airlangga sudah mengajak dirinya berdiskusi mengenai berbagai hal di Kementerian Pemuda dan Olahraga (Kemenpora).
Zainudin menyatakan dirinya tak merasa berat hati meninggalkan kursi Menpora. Sebab, dia sudah punya bertugas sebagai Wakil Ketua Persatuan Sepak Bola Seluruh Indonesia (PSSI).
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
"Kepada Calon Menpora Baru, Zainudin Amali Ingatkan soal SEA Games 2023 dan Olimpiade 2024","JAKARTA, KOMPAS.com - Zainudin Amali telah menyerahkan surat pengunduran diri secara resmi sebagai Menteri Pemuda dan Olahraga (Menpora) pada Kamis (6/3/2023). Kepada calon penggantinya, Zainudin mengingatkan, ada sejumlah event besar olahraga internasional yang akan dihadapi Indonesia dalam waktu dekat. ""Ke depan ada multievent. Mei ada SEA Games di Kamboja, lalu ada Asian Games di China. Kemudian nanti 2024 tapi kualifikasi jalan dari sekarang, yakni Olimpiade Paris 2024,"" ujar Zainudin di Kantor Kementerian Sekretariat Negara (Kemensetneg), Jakarta, Kamis (9/3/2023).
Baca juga: Zainudin Amali Tak Usulkan Siapa Pengganti Dirinya sebagai Menpora: Hak Presiden Dia menjelaskan, saat ini sedang dilakukan persiapan menyambut tiga ajang olahraga tersebut.Pihak Kemenpora pun sudah melakukan rapat dengan tim review. Hasilnya, diketahui ada potensi Indonesia akan kehilangan banyak medali pada SEA Games tahun ini, sehingga hal tersebut harus ditindaklanjuti. 
""Karena banyak cabang olahraga yang kita menjadi juara umum di Vietnam lalu tapi tidak dimainkan, maka harus dicari penggantinya,"" tuturnya. Meski demikian, Zainudin menyatakan bahwa dirinya akan tetap memberikan dukungan apabila Menpora pengganti dirinya nanti meminta masukan. ""Sepanjang Menpora minta masukan, ajak diskusi, pasti saya bantu karena secara emosional saya terlibat dari awal tentang desain besar olahraga nasional dan UU Keolahragaan,"" tuturnya.Zainudin menambahkan bahwa dirinya tak memberikan usulan kepada Presiden mengenai siapa yang akan menggantikannya sebagai Menpora. Sebab, sosok penggantinya merupakan hak prerogatif Presiden Joko Widodo.
""Ya enggak-lah (tidak mengusulkan). Penggantinya (siapa) adalah hak prerogatif Bapak Presiden,"" ujar Zainudin.
Baca juga: Zainudin Amali Serahkan Surat Pengunduran Diri sebagai Menpora Saat ditanya soal sosok penggantinya di internal Golkar, Zainudin menjawab, tidak tahu. ""Itu komunikasi antara Pak Ketua Umum dan Pak Presiden, saya juga tidak menanyakan,"" ujarnya.  Meski demikian, Zainudin mengatakan, Airlangga sudah mengajak dirinya berdiskusi mengenai berbagai hal di Kementerian Pemuda dan Olahraga (Kemenpora).
Zainudin menyatakan dirinya tak merasa berat hati meninggalkan kursi Menpora. Sebab, dia sudah punya bertugas sebagai Wakil Ketua Persatuan Sepak Bola Seluruh Indonesia (PSSI).
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
,"Oleh: Rangga Septio Wardana dan Ikko Anata
KOMPAS.com - Fenomena cancel culture adalah suatu hal yang sering terjadi dalam industri hiburan di Korea Selatan. Pasalnya, pesohor Korea Selatan dituntut memiliki catatan hidup bersih dan terbebas dari segala isu negatif.
Menurut New York Post, cancel culture adalah fenomena “membatalkan” orang, merek, bahkan acara dan film karena dianggap bermasalah atau memiliki pengaruh buruk untuk masyarakat.
Masih dari sumber yang sama, Profesor Sosiologi dan Kriminologi Universitas Villanova, Dr. Jill McCorkel, mengatakan bahwa akar budaya membatalkan telah hadir sepanjang sejarah peradaban manusia.
Masyarakat menghukum orang karena berperilaku di luar norma sosial yang dianut selama berabad-abad.
Dalam konteks ini, cancel culture adalah fenomena membatalkan atau memboikot yang dilakukan masyarakat untuk mengekspresikan sikap ketika seseorang melanggar norma sosial dan hukum.
Menurut Korea JoongAng Daily, cancel culture terjadi akibat ekspektasi masyarakat Korea Selatan yang menganggap bahwa tugas selebritas bukan hanya untuk menghibur, namun juga harus memberikan contoh untuk bersikap baik bagi masyarakat.
Anggapan tersebut membuat selebritas Korea Selatan harus berperilaku baik didepan maupun belakang layar. Jika tidak, karier mereka akan hancur seketika akibat cancel culture.
Fenomena tersebut juga terjadi pada aktor Yoo Ah In yang terlibat dalam kasus penyalahgunaan narkoba. Informasi ini disebutkan dalam Kamjagiya Korea! episode “Perkembangan Kasus Yoo Ah In, Terancam Terkena Cancel Culture” dengan tautan akses dik.si/KamKorYooAhIn.

Kasus Cancel Culture di Korsel
Lantas, kasus apa saja yang menyebabkan selebritas Korea Selatan terkena cancel culture?"
"Skandal Narkoba Yoo Ah In dan Fenomena ""Cancel Culture"" di Korea","Oleh: Rangga Septio Wardana dan Ikko Anata
KOMPAS.com - Fenomena cancel culture adalah suatu hal yang sering terjadi dalam industri hiburan di Korea Selatan. Pasalnya, pesohor Korea Selatan dituntut memiliki catatan hidup bersih dan terbebas dari segala isu negatif.
Menurut New York Post, cancel culture adalah fenomena “membatalkan” orang, merek, bahkan acara dan film karena dianggap bermasalah atau memiliki pengaruh buruk untuk masyarakat.
Masih dari sumber yang sama, Profesor Sosiologi dan Kriminologi Universitas Villanova, Dr. Jill McCorkel, mengatakan bahwa akar budaya membatalkan telah hadir sepanjang sejarah peradaban manusia.
Masyarakat menghukum orang karena berperilaku di luar norma sosial yang dianut selama berabad-abad.
Dalam konteks ini, cancel culture adalah fenomena membatalkan atau memboikot yang dilakukan masyarakat untuk mengekspresikan sikap ketika seseorang melanggar norma sosial dan hukum.
Menurut Korea JoongAng Daily, cancel culture terjadi akibat ekspektasi masyarakat Korea Selatan yang menganggap bahwa tugas selebritas bukan hanya untuk menghibur, namun juga harus memberikan contoh untuk bersikap baik bagi masyarakat.
Anggapan tersebut membuat selebritas Korea Selatan harus berperilaku baik didepan maupun belakang layar. Jika tidak, karier mereka akan hancur seketika akibat cancel culture.
Fenomena tersebut juga terjadi pada aktor Yoo Ah In yang terlibat dalam kasus penyalahgunaan narkoba. Informasi ini disebutkan dalam Kamjagiya Korea! episode “Perkembangan Kasus Yoo Ah In, Terancam Terkena Cancel Culture” dengan tautan akses dik.si/KamKorYooAhIn.

Kasus Cancel Culture di Korsel
Lantas, kasus apa saja yang menyebabkan selebritas Korea Selatan terkena cancel culture?"
,"SEMARANG, KOMPAS.com - Barang bukti berupa uang dari hasil operasi tangkap tangan atau OTT kasus calo penerimaan Bintara Polri di Jawa Tengah (Jateng) sudah dikembalikan kepada pemiliknya.
Kabid Humas Polda Jateng, Kombes Pol Iqbal Alqudusy mengatakan, uang yang sudah dikembalikan jumlahnya bervariasi.
""Bervariasi ada Rp 350 juta, Rp 750 juta dan Rp 2,5 miliar,"" jelas Iqbal saat ditemui di Mapolda Jateng, Kamis (9/3/2023).
Baca juga: Kasus Polisi yang Jadi Calo Penerimaan Bintara Polri di Jateng Ternyata Terhambat Kasus Ferdy Sambo
Dia menjelaskan, OTT dilakukan sebelum adanya pengumuman Bintara Polri di tahun 2022. Untuk itu nama-nama yang memberikan uang kepada oknum polisi tak ada yang masuk ke instansi kepolisian.
""Jadi belum ada yang masuk karena sudah terkena OTT,"" kata dia.
Awalnya, yang melakukan OTT kasus tersebut dari Mabes Polri. OTT dilakukan di bulan Juni-Juli 2022. Kasus tersebut baru dilimpahkan ke Polda Jateng September 2022.

""Kita langsung memproses seperti gelar perkara dan klarifikasi,"" kata dia.
Proses tersebut terlihat lama karena ada pelimpahan dari Mabes Polri ke Polda Jateng.
""Sebenarnya proses itu terus berjalan tak pernah mandek,"" ujar dia.
Dia menambahkan, lima polisi berinisial Kompol AR, Kompol KN, AKP CS, Bripka Z, dan Bripka D merupakan panitia penerimaan anggota Polri. Kelima polisi tersebut dijatuhi sanksi demosi.
""Mereka melakukan sendiri-sendiri,"" jelasnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
"Suap Masuk Bintara Polri di Jateng, Ada yang Setor Rp 2,5 Miliar","SEMARANG, KOMPAS.com - Barang bukti berupa uang dari hasil operasi tangkap tangan atau OTT kasus calo penerimaan Bintara Polri di Jawa Tengah (Jateng) sudah dikembalikan kepada pemiliknya.
Kabid Humas Polda Jateng, Kombes Pol Iqbal Alqudusy mengatakan, uang yang sudah dikembalikan jumlahnya bervariasi.
""Bervariasi ada Rp 350 juta, Rp 750 juta dan Rp 2,5 miliar,"" jelas Iqbal saat ditemui di Mapolda Jateng, Kamis (9/3/2023).
Baca juga: Kasus Polisi yang Jadi Calo Penerimaan Bintara Polri di Jateng Ternyata Terhambat Kasus Ferdy Sambo
Dia menjelaskan, OTT dilakukan sebelum adanya pengumuman Bintara Polri di tahun 2022. Untuk itu nama-nama yang memberikan uang kepada oknum polisi tak ada yang masuk ke instansi kepolisian.
""Jadi belum ada yang masuk karena sudah terkena OTT,"" kata dia.
Awalnya, yang melakukan OTT kasus tersebut dari Mabes Polri. OTT dilakukan di bulan Juni-Juli 2022. Kasus tersebut baru dilimpahkan ke Polda Jateng September 2022.

""Kita langsung memproses seperti gelar perkara dan klarifikasi,"" kata dia.
Proses tersebut terlihat lama karena ada pelimpahan dari Mabes Polri ke Polda Jateng.
""Sebenarnya proses itu terus berjalan tak pernah mandek,"" ujar dia.
Dia menambahkan, lima polisi berinisial Kompol AR, Kompol KN, AKP CS, Bripka Z, dan Bripka D merupakan panitia penerimaan anggota Polri. Kelima polisi tersebut dijatuhi sanksi demosi.
""Mereka melakukan sendiri-sendiri,"" jelasnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
,"JAKARTA, KOMPAS.com - Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) dinilai tidak asal menyimpulkan dengan menyebut terdapat indikasi tindak pidana di balik kekayaan tak wajar mantan pejabat Direktorat Jenderal Pajak (DJP), Rafael Alun Trisambodo.
""Indikasi itu ya seperti yang pernah dilaporkan di LHA (laporan hasil analisis) PPATK ya berarti ada,"" kata mantan Kepala Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) Yunus Husein, dalam program Ni Luh di Kompas TV, seperti dikutip pada Kamis (9/3/2023).
Indikasi tindak pidana di balik transaksi janggal rekening dan kekayaan tak wajar Rafael Alun disampaikan oleh Kepala PPATK Ivan Yustiavandana beberapa waktu lalu.
Menurut Ivan, salah satu kejanggalan dari transaksi dan kekayaan Rafael adalah keberadaan kuasa atau nominee untuk membuka akun rekening.
Baca juga: KPK Bakal Periksa Kepala KPP Madya Jakarta Timur, Buntut Kepemilikan Saham di Perusahaan Istri Rafael Alun
Yunus mengatakan, berdasarkan pengalamannya dalam mengusut indikasi aliran dana dari tindak pidana, PPATK umumnya mendalami profil para penyelenggaran negara.
""Karena dia high risk profile. Kedua kalau jumlahnya besar. Kok gede amat gitu,"" ujar Yunus.
Langkah yang ketiga, kata Yunus, PPATK melakukan penelusuran yang terkait dengan kasus yang sedang berjalan.
""Kita juga pakai LHKPN (Laporan Harta Kekayaan Penyelenggara Negara) sebenarnya menganalisis itu,"" ucap Yunus.
PPATK, kata Yunus, akan mengaitkan profil pemasukan dan kepemilikan harta kekayaan sang pejabat apakah sesuai atau terdapat kejanggalan karena tidak seimbang.
Baca juga: Hasil Lengkap Audit Kemenkeu atas Rafael Alun Trisambodo dan Progres Kasus Pegawai Lain
""Dikaitkan dengan income kok besar sekali dia punya misalnya. Fakta-fakta tadi kalau mengindikasikan memenuhi unsur-unsur pidana tindak pidana korupsi ya, gratifikasi atau suap atau yang lain, nah itu kita minta penyidik untuk mendalami. Jadi kita PPATK mengindikasikan saja dugaan terjadinya pidana oleh yang bersangkutan,"" papar Yunus.
Kinerja Direktorat Jenderal Pajak menjadi sorotan setelah mantan pejabat Ditjen Pajak Rafael Alun Trisambodo diduga mempunyai jumlah kekayaan tak wajar.
Harta tak wajar Rafael terkuak setelah putranya, Mario Dandy Satrio (20), menganiaya D (17) yang merupakan anak pengurus GP Ansor.

Rafael yang merupakan pejabat eselon III di Ditjen Pajak tercatat memiliki harta kekayaan mencapai Rp 56 miliar di dalam LHKPN.
Sementara Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) juga telah memblokir puluhan rekening Rafael dan keluarga dengan transaksi senilai Rp 500 miliar.
Baca juga: Perjalanan Rafael Alun Trisambodo: Anaknya Ditahan, Rekening Diblokir, Kini Dipecat Kemenkeu
Rekening yang diblokir ini terdiri dari rekening pribadi Rafael, keluarga termasuk putranya Mario Dandy Satrio dan perusahaan atau badan hukum, serta konsultan pajak yang diduga terkait dengan Rafael.
PPATK sebelumnya menyatakan sudah menemukan indikasi transaksi mencurigakan Rafael sejak 2003 karena tidak sesuai profil dan menggunakan nominee atau kuasa.
PPATK juga mendapat informasi dari masyarakat mengenai konsultan pajak terkait Rafael melarikan diri ke luar negeri.
Diduga ada dua orang mantan pegawai Ditjen Pajak yang bekerja pada konsultan tersebut. KPK pun sudah mengantongi dua nama orang itu.
Baca juga: Setelah Rafael Alun, Ini Pegawai Kemenkeu yang Disorot Pamer Harta
Adapun KPK sudah memutuskan membuka penyelidikan dugaan tindak pidana terkait harta kekayaan Rafael. Dalam proses ini, KPK akan mencari bukti permulaan dugaan tindak pidana korupsi.
Di sisi lain, Kementerian Keuangan memutuskan memecat Rafael setelah melakukan audit. Menteri Keuangan Sri Mulyani pun dilaporkan menyetujui pemecatan Rafael.
Sri Mulyani bahkan membubarkan klub pengendara motor pegawai Ditjen Pajak, Belasting Rijder, sebagai dampak dari kasus Rafael.
Dampak dari kasus Rafael juga merembet ke Bea Cukai. Eko Darmanto yang sebelumnya merupakan Kepala Kantor Bea dan Cukai Daerah Istimewa Yogyakarta (DIY) dicopot dari jabatannya karena memamerkan gaya hidup mewah melalui media sosial dan diduga mempunyai harta kekayaan tidak wajar.
Baca juga: Kemenkeu: Gaya Hidup Rafael Alun Trisambodo dan Keluarga Tak Sesuai Asas Kepatutan ASN
Eko pun dimintai klarifikasi oleh KPK terkait data harta kekayaannya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
PPATK Dinilai Tak Asal Sebut Harta Rafael Alun Terindikasi Pidana,"JAKARTA, KOMPAS.com - Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) dinilai tidak asal menyimpulkan dengan menyebut terdapat indikasi tindak pidana di balik kekayaan tak wajar mantan pejabat Direktorat Jenderal Pajak (DJP), Rafael Alun Trisambodo.
""Indikasi itu ya seperti yang pernah dilaporkan di LHA (laporan hasil analisis) PPATK ya berarti ada,"" kata mantan Kepala Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) Yunus Husein, dalam program Ni Luh di Kompas TV, seperti dikutip pada Kamis (9/3/2023).
Indikasi tindak pidana di balik transaksi janggal rekening dan kekayaan tak wajar Rafael Alun disampaikan oleh Kepala PPATK Ivan Yustiavandana beberapa waktu lalu.
Menurut Ivan, salah satu kejanggalan dari transaksi dan kekayaan Rafael adalah keberadaan kuasa atau nominee untuk membuka akun rekening.
Baca juga: KPK Bakal Periksa Kepala KPP Madya Jakarta Timur, Buntut Kepemilikan Saham di Perusahaan Istri Rafael Alun
Yunus mengatakan, berdasarkan pengalamannya dalam mengusut indikasi aliran dana dari tindak pidana, PPATK umumnya mendalami profil para penyelenggaran negara.
""Karena dia high risk profile. Kedua kalau jumlahnya besar. Kok gede amat gitu,"" ujar Yunus.
Langkah yang ketiga, kata Yunus, PPATK melakukan penelusuran yang terkait dengan kasus yang sedang berjalan.
""Kita juga pakai LHKPN (Laporan Harta Kekayaan Penyelenggara Negara) sebenarnya menganalisis itu,"" ucap Yunus.
PPATK, kata Yunus, akan mengaitkan profil pemasukan dan kepemilikan harta kekayaan sang pejabat apakah sesuai atau terdapat kejanggalan karena tidak seimbang.
Baca juga: Hasil Lengkap Audit Kemenkeu atas Rafael Alun Trisambodo dan Progres Kasus Pegawai Lain
""Dikaitkan dengan income kok besar sekali dia punya misalnya. Fakta-fakta tadi kalau mengindikasikan memenuhi unsur-unsur pidana tindak pidana korupsi ya, gratifikasi atau suap atau yang lain, nah itu kita minta penyidik untuk mendalami. Jadi kita PPATK mengindikasikan saja dugaan terjadinya pidana oleh yang bersangkutan,"" papar Yunus.
Kinerja Direktorat Jenderal Pajak menjadi sorotan setelah mantan pejabat Ditjen Pajak Rafael Alun Trisambodo diduga mempunyai jumlah kekayaan tak wajar.
Harta tak wajar Rafael terkuak setelah putranya, Mario Dandy Satrio (20), menganiaya D (17) yang merupakan anak pengurus GP Ansor.

Rafael yang merupakan pejabat eselon III di Ditjen Pajak tercatat memiliki harta kekayaan mencapai Rp 56 miliar di dalam LHKPN.
Sementara Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) juga telah memblokir puluhan rekening Rafael dan keluarga dengan transaksi senilai Rp 500 miliar.
Baca juga: Perjalanan Rafael Alun Trisambodo: Anaknya Ditahan, Rekening Diblokir, Kini Dipecat Kemenkeu
Rekening yang diblokir ini terdiri dari rekening pribadi Rafael, keluarga termasuk putranya Mario Dandy Satrio dan perusahaan atau badan hukum, serta konsultan pajak yang diduga terkait dengan Rafael.
PPATK sebelumnya menyatakan sudah menemukan indikasi transaksi mencurigakan Rafael sejak 2003 karena tidak sesuai profil dan menggunakan nominee atau kuasa.
PPATK juga mendapat informasi dari masyarakat mengenai konsultan pajak terkait Rafael melarikan diri ke luar negeri.
Diduga ada dua orang mantan pegawai Ditjen Pajak yang bekerja pada konsultan tersebut. KPK pun sudah mengantongi dua nama orang itu.
Baca juga: Setelah Rafael Alun, Ini Pegawai Kemenkeu yang Disorot Pamer Harta
Adapun KPK sudah memutuskan membuka penyelidikan dugaan tindak pidana terkait harta kekayaan Rafael. Dalam proses ini, KPK akan mencari bukti permulaan dugaan tindak pidana korupsi.
Di sisi lain, Kementerian Keuangan memutuskan memecat Rafael setelah melakukan audit. Menteri Keuangan Sri Mulyani pun dilaporkan menyetujui pemecatan Rafael.
Sri Mulyani bahkan membubarkan klub pengendara motor pegawai Ditjen Pajak, Belasting Rijder, sebagai dampak dari kasus Rafael.
Dampak dari kasus Rafael juga merembet ke Bea Cukai. Eko Darmanto yang sebelumnya merupakan Kepala Kantor Bea dan Cukai Daerah Istimewa Yogyakarta (DIY) dicopot dari jabatannya karena memamerkan gaya hidup mewah melalui media sosial dan diduga mempunyai harta kekayaan tidak wajar.
Baca juga: Kemenkeu: Gaya Hidup Rafael Alun Trisambodo dan Keluarga Tak Sesuai Asas Kepatutan ASN
Eko pun dimintai klarifikasi oleh KPK terkait data harta kekayaannya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel."
,"JAKARTA, KOMPAS.com - Thailand kini merupakan negara di kawasan Asia Tenggara yang memiliki tingkat populasi kendaraan listrik paling besar dengan market share 59 persen dari total kendaraan listrik di ASEAN.
Data tersebut merupakan akumulasi dari kendaraan ramah lingkungan yang terdaftar sampai kuartal III/2023. Dalam periode sama, Indonesia yang menduduki posisi ke-2 populasi kendaraan listriknya 25,2 persen.
Wakil Kepala Lembaga Penyelidikan Ekonomi dan Masyarakat Fakultas Ekonomi Bisnis Universitas Indonesia (LPEM FBUI), Khoirunurrofik menyatakan salah satu kunci dari Thailand bisa sukses ialah mereka tidak langsung beralih ke mobil listrik murni.
Baca juga: Ada Insentif Kendaraan Listrik, Apakah Jalanan Tambah Macet?
KOMPAS.com/DIO DANANJAYA Ilustrasi mobil listrik sedang mengisi daya di SPKLU Shell Recharge di Mal Pacific Place
Sebab, untuk mempopulerkan battery electric vehicle (BEV) membutuhkan persiapan yang lebih panjang. Sehingga, Thailand lebih memilih mengembangkan hybrid electric vehicle (HEV) dulu, yang masih mengkombinasi penggunaan mesin dan baterai.
Menurut dia, BEV memang jenis mobil yang paling kecil kontribusi emisinya, bahkan sampai 100 persen bisa mengurangi. Namun, jangan lupa ada teknologi lain yang juga berkontribusi dalam reduksi emisi.
“Ini hanya mengingatkan kita terhadap pengurangan emisi sebenarnya tidak ada single teknologi yang bisa diadopsi, tapi multi teknologi. Thailand sudah memberikan contoh,” ujarnya.
Lebih rinci, ia menjelaskan secara komulatif populasi kendaraan hybird di Thailand sudah mencapai 160.000 unit dan BEV mencapai 40.000 unit.
Baca juga: Kendaraan yang Dapat Insentif Dilarang Kerek Harga Sampai Akhir Tahun
CUTENK Penghitungan konsumsi BBM total 8 mobil hybrid dan PHEV dilakukan di Pulau Bali, hasilnya cukup mengejutkan.
Sedangkan Indonesia populasi kendaraan hybird baru menyentuh angka 6.000 unit, dan BEV mencapai 10.000 unit.
""Memang kalau dilihat dari sisi roadmap-nya. Mereka sudah mulai dari tahun 2007, sedangkan Indonesia baru memulai di awal tahun 2014,"" ungkapnya.
Khoirunurrofik mengungkapkan bahwa massifnya populasi kendaraan listrik di sana juga didukung dengan tingginya pendapatan perkapita, total produksi, sampai harga di pasar yang jauh lebih murah."
Rahasia Thailand Bisa Mempopulerkan Kendaraan Listrik,"JAKARTA, KOMPAS.com - Thailand kini merupakan negara di kawasan Asia Tenggara yang memiliki tingkat populasi kendaraan listrik paling besar dengan market share 59 persen dari total kendaraan listrik di ASEAN.
Data tersebut merupakan akumulasi dari kendaraan ramah lingkungan yang terdaftar sampai kuartal III/2023. Dalam periode sama, Indonesia yang menduduki posisi ke-2 populasi kendaraan listriknya 25,2 persen.
Wakil Kepala Lembaga Penyelidikan Ekonomi dan Masyarakat Fakultas Ekonomi Bisnis Universitas Indonesia (LPEM FBUI), Khoirunurrofik menyatakan salah satu kunci dari Thailand bisa sukses ialah mereka tidak langsung beralih ke mobil listrik murni.
Baca juga: Ada Insentif Kendaraan Listrik, Apakah Jalanan Tambah Macet?
KOMPAS.com/DIO DANANJAYA Ilustrasi mobil listrik sedang mengisi daya di SPKLU Shell Recharge di Mal Pacific Place
Sebab, untuk mempopulerkan battery electric vehicle (BEV) membutuhkan persiapan yang lebih panjang. Sehingga, Thailand lebih memilih mengembangkan hybrid electric vehicle (HEV) dulu, yang masih mengkombinasi penggunaan mesin dan baterai.
Menurut dia, BEV memang jenis mobil yang paling kecil kontribusi emisinya, bahkan sampai 100 persen bisa mengurangi. Namun, jangan lupa ada teknologi lain yang juga berkontribusi dalam reduksi emisi.
“Ini hanya mengingatkan kita terhadap pengurangan emisi sebenarnya tidak ada single teknologi yang bisa diadopsi, tapi multi teknologi. Thailand sudah memberikan contoh,” ujarnya.
Lebih rinci, ia menjelaskan secara komulatif populasi kendaraan hybird di Thailand sudah mencapai 160.000 unit dan BEV mencapai 40.000 unit.
Baca juga: Kendaraan yang Dapat Insentif Dilarang Kerek Harga Sampai Akhir Tahun
CUTENK Penghitungan konsumsi BBM total 8 mobil hybrid dan PHEV dilakukan di Pulau Bali, hasilnya cukup mengejutkan.
Sedangkan Indonesia populasi kendaraan hybird baru menyentuh angka 6.000 unit, dan BEV mencapai 10.000 unit.
""Memang kalau dilihat dari sisi roadmap-nya. Mereka sudah mulai dari tahun 2007, sedangkan Indonesia baru memulai di awal tahun 2014,"" ungkapnya.
Khoirunurrofik mengungkapkan bahwa massifnya populasi kendaraan listrik di sana juga didukung dengan tingginya pendapatan perkapita, total produksi, sampai harga di pasar yang jauh lebih murah."
